date,author,start_price,end_price,year,tech,decade,dimension,technique,category
1997,Evald Okas,831.0,844.0,1939.0,õli vineer ,1930.0,1140.0,õli vineer,Õlimaal
1997,Karl Burman (seenior),499.0,499.0,1920.0,akvarell ,1920.0,768.0,akvarell,Muu maalitehnika
1998,Valerian Loik,1074.0,1074.0,1970.0,õli lõuend ,1970.0,6497.0,õli lõuend,Õlimaal
1998,Roman Nyman,1176.0,1176.0,1940.0,õli papp ,1940.0,1066.0,õli papp,Õlimaal
1998,Eduard Wiiralt,230.0,556.0,1936.0,puulõige ,1930.0,140.0,puugravüür,Kõrgtrükk
1998,Aino Bach,920.0,920.0,1946.0,ofort akvatinta ,1940.0,,akvatinta,Sügavtrükk
1998,Aino Bach,831.0,831.0,1950.0,monotüüpia ,1950.0,2475.0,monotüüpia,Lametrükk
1998,Eduard Kutsar,1150.0,1150.0,1950.0,õli lõuend ,1950.0,4118.0,õli lõuend,Õlimaal
1998,Richard Sagrits,575.0,671.0,1958.0,õli papp ,1950.0,1715.0,õli papp,Õlimaal
1998,Oskar Raunam,1470.0,1643.0,1941.0,õli lõuend ,1940.0,2806.0,õli lõuend,Õlimaal
1998,Günther Reindorff,1342.0,1342.0,,tint ,,,tint,Joonistustehnika
1998,Aleksander Vardi,575.0,575.0,1957.0,tuss ,1950.0,1800.0,tušš,Joonistustehnika
1998,Valdur Ohakas,614.0,767.0,1958.0,õli vineer ,1950.0,2604.0,õli vineer,Õlimaal
1998,Märt Bormeister,831.0,831.0,1956.0,õli lõuend ,1950.0,2090.0,õli lõuend,Õlimaal
1998,Karl Burman,460.0,499.0,,akvarell ,,1998.0,akvarell,Muu maalitehnika
1998,Oskar Georg Adolf Hoffmann,3515.0,3515.0,,õli puit ,,693.0,õli puit,Muu
1998,Andrei Jegorov,959.0,997.0,1930.0,tempera ,1930.0,1650.0,tempera,Muu maalitehnika
1998,Andrei Jegorov,2358.0,2895.0,1927.0,õli lõuend ,1920.0,4560.0,õli lõuend,Õlimaal
1998,Paul Liivak,767.0,1055.0,1920.0,akvarell ,1920.0,1950.0,akvarell,Muu maalitehnika
1998,Hando Mugasto,959.0,1112.0,1933.0,monotüüpia ,1930.0,1170.0,monotüüpia,Lametrükk
1998,Amandus Adamson,4218.0,5081.0,1906.0,õli lõuend vineeril ,1900.0,3864.0,õli vineer,Õlimaal
1998,Karl Burman (seenior),575.0,652.0,1950.0,akvarell ,1950.0,800.0,akvarell,Muu maalitehnika
1998,Voldemar Kangro-Pool,320.0,415.0,1921.0,tint sulg ,1920.0,494.0,tint,Joonistustehnika
1998,Lepo Mikko,588.0,588.0,1953.0,õli papp ,1950.0,850.0,õli papp,Õlimaal
1998,Juhan Nõmmik,2141.0,3061.0,,õli lõuend ,,3510.0,õli lõuend,Õlimaal
1998,Gustav Raud,1687.0,2595.0,1938.0,õli lõuend ,1930.0,10900.0,õli lõuend,Õlimaal
1998,Salome Trei,320.0,377.0,1938.0,kuivnõel ,1930.0,696.0,kuivnõel,Sügavtrükk
1998,Lydia Wademan-Jans,499.0,518.0,1920.0,pastell ,1920.0,1419.0,pastell,Muu maalitehnika
1998,Evald Okas,639.0,639.0,,õli lõuend ,,6500.0,õli lõuend,Õlimaal
1998,Nikolai Kull,2109.0,2224.0,1920.0,õli lõuend ,1920.0,4347.0,õli lõuend,Õlimaal
1998,Roman Nyman,3132.0,3451.0,1920.0,õli lõuend ,1920.0,7238.0,õli lõuend,Õlimaal
1998,Ado Vabbe,77.0,77.0,1950.0,tint paber ,1950.0,160.0,tint,Joonistustehnika
1998,Ado Vabbe,77.0,115.0,1950.0,tint paber ,1950.0,150.0,tint,Joonistustehnika
1998,Eduard Wiiralt,959.0,959.0,1928.0,ofort akvatinta ,1920.0,252.0,akvatinta,Sügavtrükk
1998,Richard Sagrits,1534.0,2429.0,1954.0,õli lõuend ,1950.0,5980.0,õli lõuend,Õlimaal
1998,Nikolai Kormašov,767.0,767.0,1996.0,õli masoniit ,1990.0,4256.0,õli masoniit,Õlimaal
1998,Aleksander Vardi,2077.0,2115.0,1940.0,õli lõuend ,1940.0,7227.0,õli lõuend,Õlimaal
1998,Aleksander Vardi,230.0,230.0,1950.0,tuss ,1950.0,1820.0,tušš,Joonistustehnika
1998,Aleksander Vardi,268.0,268.0,1950.0,grafiit ,1950.0,1632.0,grafiit,Joonistustehnika
1998,Johannes Võerahansu,543.0,697.0,1953.0,õli lõuend ,1950.0,3250.0,õli lõuend,Õlimaal
1998,Valdur Ohakas,614.0,690.0,1996.0,õli masoniit ,1990.0,3500.0,õli masoniit,Õlimaal
1998,Peet Aren,639.0,1099.0,1939.0,pastell ,1930.0,2484.0,pastell,Muu maalitehnika
1998,Eduard Ole,1726.0,1726.0,,õli lõuend ,,3315.0,õli lõuend,Õlimaal
1998,Julius Gentalen,767.0,767.0,1943.0,õli vineer ,1940.0,4875.0,õli vineer,Õlimaal
1998,Karl Burman,537.0,633.0,1953.0,akvarell ,1950.0,2508.0,akvarell,Muu maalitehnika
1998,Karl Burman,537.0,537.0,1962.0,akvarell ,1960.0,4000.0,akvarell,Muu maalitehnika
1998,Andrei Jegorov,2109.0,2109.0,1930.0,õli lõuend ,1930.0,3834.0,õli lõuend,Õlimaal
1998,Jaan Vahtra,614.0,1016.0,1946.0,õli papp ,1940.0,1530.0,õli papp,Õlimaal
1998,Karl Burman (seenior),288.0,345.0,1958.0,akvarell ,1950.0,1333.0,akvarell,Muu maalitehnika
1998,Rudolf Sepp,844.0,844.0,1950.0,õli paber ,1950.0,1170.0,õli paber,Õlimaal
2017,Amandus Adamson,45000.0,57200.0,1903.0, ,1900.0,3535.0, ,
2017,Eduard Wiiralt,11900.0,13600.0,1931.0, km,1930.0,197408.0, ,
2017,Eduard Kutsar,1200.0,1200.0,1934.0, ,1930.0,118275.0, ,
2017,Eduard Rüga,400.0,550.0,1937.0, km,1930.0,47190.0, ,
2017,Günther Reindorff,750.0,750.0,1941.0, vm,1940.0,3744.0, ,
2017,Günther Reindorff,750.0,750.0,1941.0, vm,1940.0,3318.0, ,
2017,Jaan Vahtra,3400.0,4100.0,1943.0, ,1940.0,35100.0, ,
2017,Eduard Wiiralt,3900.0,3900.0,1943.0, ,1940.0,10816.0, ,
2017,Maximilian Maksolly,2700.0,3050.0,1940.0, ,1940.0,990975.0, ,
2017,Boris Ottenberg,650.0,1000.0,1946.0, ,1940.0,945.0, ,
2017,Richard Uutmaa,3850.0,3850.0,1951.0, ,1950.0,16830.0, ,
2017,Richard Sagrits,2400.0,2400.0,1963.0, ,1960.0,15675.0, ,
2017,Tõnis Laanemaa,850.0,850.0,1965.0, ,1960.0,25730.0, ,
2017,Agu Pihelga,1200.0,2400.0,1965.0, ,1960.0,5980.0, ,
2017,Edgar Valter,3400.0,3400.0,1966.0, ,1960.0,80500.0, ,
2017,Valerian Loik,1600.0,1600.0,1960.0, ,1960.0,3500.0, ,
2017,Endel Kõks,1400.0,1400.0,1971.0, ,1970.0,261099.0, ,
2017,Valerian Loik,950.0,950.0,1970.0, ,1970.0,215275.0, ,
2017,Ida Anton-Agu,1900.0,1900.0,1980.0, ,1980.0,63585.0, ,
2017,Valdemar Väli,1900.0,2050.0,1984.0, ,1980.0,6716.0, ,
2017,Jüri Arrak,2400.0,2400.0,1989.0, ,1980.0,3050.0, ,
2017,Raivo Korstnik,1500.0,1500.0,1991.0, ,1990.0,2000.0, ,
2015,Ado Vabbe,1500.0,1725.0,1910.0,akvarell guašš kartong vm,1910.0,57525.0,akvarell,Muu maalitehnika
2015,Erich Leps,1800.0,2100.0,1925.0,õli lõuend ,1920.0,38610.0,õli lõuend,Õlimaal
2015,Konstantin Süvalo,3750.0,3750.0,1926.0,õli lõuend ,1920.0,50715.0,õli lõuend,Õlimaal
2015,Johannes Võerahansu,2500.0,2500.0,1926.0,akvarell vm,1920.0,26637.0,akvarell,Muu maalitehnika
2015,Johannes Võerahansu,2500.0,2500.0,1926.0,akvarell vm,1920.0,2368.0,akvarell,Muu maalitehnika
2015,Eduard Wiiralt,1300.0,1300.0,1929.0,akvatinta ,1920.0,6975.0,akvatinta,Sügavtrükk
2015,Johannes Võerahansu,1200.0,1525.0,1920.0,akvarell ,1920.0,146692.0,akvarell,Muu maalitehnika
2015,Andrew Winter,2000.0,2000.0,1920.0,õli lõuend papil ,1920.0,12505.0,õli lõuend,Õlimaal
2015,Aleksander Möldroo,1250.0,1250.0,1934.0,õli papp ,1930.0,162225.0,õli papp,Õlimaal
2015,Eduard Wiiralt,800.0,800.0,1936.0,puugravüür km,1930.0,19844.0,puugravüür,Kõrgtrükk
2015,Eduard Wiiralt,1950.0,1950.0,1937.0,linoolsügavtrükk ,1930.0,60515.0,linoolsügavtrükk,Sügavtrükk
2015,Ott Kangilaski,550.0,550.0,1938.0,puugravüür km,1930.0,47684.0,puugravüür,Kõrgtrükk
2015,Karl Pärsimägi,2250.0,2250.0,1930.0,õli paber ,1930.0,211225.0,õli paber,Õlimaal
2015,Elmar Kits,2200.0,2800.0,1941.0,õli lõuend ,1940.0,16530.0,õli lõuend,Õlimaal
2015,Johannes Võerahansu,2900.0,2900.0,1943.0,õli vineer ,1940.0,269346.0,õli vineer,Õlimaal
2015,Eduard Ole,1600.0,1600.0,1944.0,akvarell vm,1940.0,1288.0,akvarell,Muu maalitehnika
2015,Lepo Mikko,4200.0,4200.0,1947.0,õli vineer ,1940.0,6059.0,õli vineer,Õlimaal
2015,Andrei Jegorov,2500.0,2500.0,1940.0,tempera papp ,1940.0,20625.0,tempera,Muu maalitehnika
2015,Aino Bach,1500.0,1500.0,1959.0,pehmelakk ,1950.0,46648.0,pehmelakk,Lametrükk
2015,Linda Kits-Mägi,2700.0,3100.0,1950.0,õli lõuend ,1950.0,4380.0,õli lõuend,Õlimaal
2015,Richard Sagrits,2700.0,7600.0,1960.0,õli lõuend ,1960.0,3950.0,õli lõuend,Õlimaal
2015,Richard Uutmaa,3500.0,8500.0,1963.0,õli lõuend ,1960.0,64500.0,õli lõuend,Õlimaal
2015,Alo Hoidre,1750.0,1750.0,1964.0,segatehnika paber ,1960.0,3990.0,segatehnika,Muu
2015,Jüri Arrak,2900.0,2950.0,1966.0,õli lõuend ,1960.0,4636.0,õli lõuend,Õlimaal
2015,Sigrid Uiga,1900.0,1900.0,1967.0,õli lõuend ,1960.0,60075.0,õli lõuend,Õlimaal
2015,Olga Terri,3900.0,3900.0,1960.0,õli lõuend papp ,1960.0,34650.0,õli papp,Õlimaal
2015,Leonhard Lapin,1500.0,1725.0,1976.0,tušš guašš km,1970.0,165946.0,guašš,Muu maalitehnika
2015,Peeter Mudist,1600.0,3100.0,1980.0,akvarell segatehnika vm,1980.0,8184.0,segatehnika,Muu
2015,Epp-Maria Kokamägi,1300.0,1300.0,1984.0,akvarell segatehnika paber vm,1980.0,6776.0,segatehnika,Muu
2015,Tiit Pääsuke,3000.0,5500.0,1987.0,õli lõuend papil ,1980.0,3500.0,õli lõuend,Õlimaal
2015,Rein Tammik,2100.0,5100.0,2012.0,õli lõuend ,2010.0,8000.0,õli lõuend,Õlimaal
1999,Ado Vabbe,1662.0,3611.0,1948.0,õli paber ,1940.0,2576.0,õli paber,Õlimaal
1999,Jaan Vahtra,831.0,1086.0,1943.0,akvarell õli paber ,1940.0,1836.0,akvarell,Muu maalitehnika
1999,Eduard Wiiralt,1534.0,1534.0,1952.0,pehmelakk paber pl,1950.0,1232.0,pehmelakk,Lametrükk
1999,Aleksander Vardi,2109.0,2876.0,1944.0,õli paber ,1940.0,4640.0,õli paber,Õlimaal
1999,Aleksander Vardi,1534.0,2013.0,1969.0,tempera paber ,1960.0,3416.0,tempera,Muu maalitehnika
1999,Juhan Muks,1214.0,1214.0,1948.0,õli papp ,1940.0,3430.0,õli papp,Õlimaal
1999,Jaan Grünberg,1470.0,1470.0,1935.0,õli paber ,1930.0,2040.0,õli paber,Õlimaal
1999,Albert Kesner,1150.0,1182.0,1959.0,õli lõuend ,1950.0,6716.0,õli lõuend,Õlimaal
1999,Karin Luts,511.0,524.0,1929.0,pliiats paber ,1920.0,494.0,pliiats,Joonistustehnika
1999,Nigul Espe,1150.0,1150.0,1932.0,õli lõuend ,1930.0,1470.0,õli lõuend,Õlimaal
1999,Valerian Loik,1086.0,1150.0,1970.0,õli lõuend ,1970.0,3990.0,õli lõuend,Õlimaal
1999,Andrus Johani,639.0,639.0,1936.0,sangviin lt,1930.0,1462.0,sangviin,Joonistustehnika
1999,Endel Kõks,959.0,959.0,1950.0,värviline tint kriit kj,1950.0,1748.0,kriit,Joonistustehnika
1999,Ann Audova,831.0,2045.0,1947.0,õli vineer ,1940.0,1476.0,õli vineer,Õlimaal
1999,Lepo Mikko,1534.0,1534.0,1957.0,õli lõuend ,1950.0,4380.0,õli lõuend,Õlimaal
1999,Richard Uutmaa,1470.0,1470.0,1965.0,õli lõuend ,1960.0,7128.0,õli lõuend,Õlimaal
1999,Richard Sagrits,1470.0,2461.0,1966.0,õli lõuend ,1960.0,5610.0,õli lõuend,Õlimaal
1999,Priidu Aavik,447.0,1246.0,1959.0,õli lõuend ,1950.0,1080.0,õli lõuend,Õlimaal
1999,Ernst Tiido,352.0,352.0,1948.0,ofort akvatinta pl,1940.0,768.0,akvatinta,Sügavtrükk
1999,Elmar Kits,1662.0,1662.0,1961.0,õli lõuend ,1960.0,5135.0,õli lõuend,Õlimaal
1999,Alfred Kongo,767.0,767.0,1960.0,segatehnika ,1960.0,1230.0,segatehnika,Muu
1999,Juhan Muks,1406.0,1406.0,1975.0,õli vineer ,1970.0,5980.0,õli vineer,Õlimaal
1999,Johannes Võerahansu,1342.0,1342.0,1950.0,õli vineer ,1950.0,1269.0,õli vineer,Õlimaal
1999,Juhan Muks,1662.0,1949.0,1928.0,õli lõuend ,1920.0,2240.0,õli lõuend,Õlimaal
1999,Eduard Wiiralt,1342.0,1949.0,1934.0,pehmelakk ,1930.0,1911.0,pehmelakk,Lametrükk
1999,Aino Bach,575.0,959.0,1958.0,akvatinta ,1950.0,624.0,akvatinta,Sügavtrükk
1999,Oskar Georg Adolf Hoffmann,1853.0,1853.0,,õli paber ,,340.0,õli paber,Õlimaal
1999,Ernst Hallop,927.0,1055.0,1959.0,õli papp ,1950.0,1656.0,õli papp,Õlimaal
1999,Aleksander Vardi,1182.0,1182.0,1940.0,õli papp ,1940.0,875.0,õli papp,Õlimaal
1999,Johannes Võerahansu,2429.0,2429.0,1946.0,õli lõuend ,1940.0,9000.0,õli lõuend,Õlimaal
1999,Karl Burman,511.0,511.0,1952.0,akvarell ,1950.0,736.0,akvarell,Muu maalitehnika
1999,Andrei Jegorov,2812.0,2812.0,1920.0,õli vineer ,1920.0,3763.0,õli vineer,Õlimaal
1999,Lepo Mikko,1150.0,1598.0,1959.0,õli lõuend papil ,1950.0,3381.0,õli lõuend,Õlimaal
1999,Eduard Poland,895.0,1310.0,1934.0,õli lõuend ,1930.0,3740.0,õli lõuend,Õlimaal
1999,Ülo Sooster,1023.0,1214.0,1958.0,õli papp ,1950.0,1666.0,õli papp,Õlimaal
2000,Amandus Adamson,6008.0,6040.0,1914.0,õli,1910.0,,õli,Õlimaal
2000,Paul Burman,1853.0,1853.0,,õli vineer ,,3551.0,õli vineer,Õlimaal
2000,Alo Hoidre,256.0,383.0,1980.0,segatehnika ,1980.0,930.0,segatehnika,Muu
2000,Albert Kesner,2301.0,2397.0,1944.0,õli lõuend ,1940.0,8100.0,õli lõuend,Õlimaal
2000,August Kilgas,575.0,575.0,1930.0,akvarell paber ,1930.0,1408.0,akvarell,Muu maalitehnika
2000,Elmar Kits,1534.0,1566.0,1950.0,õli lõuend ,1950.0,4860.0,õli lõuend,Õlimaal
2000,Nikolai Kull,1214.0,1214.0,1930.0,õli vineer ,1930.0,2000.0,õli vineer,Õlimaal
2000,Nikolai Kull,1598.0,2461.0,1939.0,õli lõuend ,1930.0,5395.0,õli lõuend,Õlimaal
2000,Eduard Kutsar,767.0,767.0,1925.0,õli lõuend ,1920.0,1230.0,õli lõuend,Õlimaal
2000,Endel Kõks,1214.0,1694.0,1942.0,õli vineer ,1940.0,700.0,õli vineer,Õlimaal
2000,Lepo Mikko,2045.0,2652.0,1943.0,õli lõuend ,1940.0,7300.0,õli lõuend,Õlimaal
2000,Konrad Mägi,5305.0,5305.0,1916.0,õli kartong ,1910.0,1250.0,õli,Õlimaal
2000,Karl Pärsimägi,1086.0,1086.0,1933.0,õli lõuend ,1930.0,891.0,õli lõuend,Õlimaal
2000,Salme Rosalie Riig-schönberg,1214.0,1214.0,1941.0,puit,1940.0,,puit,Muu
2000,Johannes Saal,607.0,607.0,1943.0,õli vineer ,1940.0,957.0,õli vineer,Õlimaal
2000,Kristjan Teder,1662.0,1662.0,1949.0,õli lõuend ,1940.0,5265.0,õli lõuend,Õlimaal
2000,Richard Uutmaa,895.0,895.0,1977.0,õli papp ,1970.0,3500.0,õli papp,Õlimaal
2000,Aleksander Vardi,447.0,447.0,1939.0,lito paber ,1930.0,644.0,litograafia,Lametrükk
2000,Aleksander Vardi,2173.0,2556.0,1946.0,õli papp ,1940.0,4648.0,õli papp,Õlimaal
2000,Edmond Arnold Blumenfeldt,2237.0,3835.0,1944.0,õli lõuend ,1940.0,5950.0,õli lõuend,Õlimaal
2000,Karl Burman (seenior),575.0,805.0,1906.0,akvarell ,1900.0,1617.0,akvarell,Muu maalitehnika
2000,Andrus Johani,2173.0,2173.0,1934.0,õli lõuend ,1930.0,2880.0,õli lõuend,Õlimaal
2000,August Kilgas,1662.0,1790.0,1924.0,õli lõuend ,1920.0,1110.0,õli lõuend,Õlimaal
2000,Alfred Kongo,1150.0,1470.0,,tempera masoniit ,,3400.0,tempera,Muu maalitehnika
2000,Nikolai Kull,1214.0,1374.0,,õli lõuend ,,2067.0,õli lõuend,Õlimaal
2000,Eduard Kutsar,1214.0,1630.0,1942.0,õli lõuend ,1940.0,3450.0,õli lõuend,Õlimaal
2000,Endel Kõks,3515.0,5305.0,1939.0,õli lõuend ,1930.0,8910.0,õli lõuend,Õlimaal
2000,Ants Laikmaa,2493.0,2493.0,1913.0,pastell ,1910.0,1080.0,pastell,Muu maalitehnika
2000,Ants Laikmaa,2812.0,2812.0,1924.0,pastell ,1920.0,1188.0,pastell,Muu maalitehnika
2000,Lydia Mei,959.0,1438.0,1960.0,akvarell ,1960.0,884.0,akvarell,Muu maalitehnika
2000,Hando Mugasto,831.0,831.0,1933.0,monotüüpia ,1930.0,1200.0,monotüüpia,Lametrükk
2000,Kalju Nagel,831.0,1118.0,1958.0,õli lõuend ,1950.0,4800.0,õli lõuend,Õlimaal
2000,Eduard Ole,575.0,824.0,1926.0,sulejoonistus ,1920.0,368.0,joonistus,Joonistustehnika
2000,Erich Pehap,767.0,844.0,1941.0,akvarell ,1940.0,1584.0,akvarell,Muu maalitehnika
2000,Agu Pihelga,1086.0,1150.0,1949.0,õli lõuend ,1940.0,3050.0,õli lõuend,Õlimaal
2000,Eduard Rüga,320.0,396.0,1942.0,värviline puugravüür ,1940.0,456.0,puugravüür,Kõrgtrükk
2000,Richard Sagrits,1534.0,2429.0,1954.0,õli lõuend ,1950.0,5980.0,õli lõuend,Õlimaal
2000,Richard Sagrits,1150.0,1630.0,1966.0,õli papp ,1960.0,3381.0,õli papp,Õlimaal
2000,Richard Uutmaa,3643.0,3771.0,1941.0,õli lõuend ,1940.0,8160.0,õli lõuend,Õlimaal
2000,Aleksander Vardi,1023.0,1374.0,,õli paber ,,1740.0,õli paber,Õlimaal
2000,Eduard Wiiralt,1534.0,1917.0,1949.0,kuivnõel ,1940.0,989.0,kuivnõel,Sügavtrükk
2000,Johannes Võerahansu,3451.0,3451.0,1944.0,õli lõuend ,1940.0,11214.0,õli lõuend,Õlimaal
2001,Märt Bormeister,320.0,352.0,1965.0,monotüüpia vm,1960.0,1036.0,monotüüpia,Lametrükk
2001,Karl Burman,703.0,703.0,1940.0,akvarell vm,1940.0,3264.0,akvarell,Muu maalitehnika
2001,Nigul Espe,927.0,927.0,1933.0,õli lõuend ,1930.0,4875.0,õli lõuend,Õlimaal
2001,Julius Gentalen,1246.0,1246.0,1937.0,õli lõuend ,1930.0,6390.0,õli lõuend,Õlimaal
2001,Linda Kits-Mägi,575.0,575.0,1963.0,õli paber vm,1960.0,2576.0,õli paber,Õlimaal
2001,Alfred Kongo,959.0,959.0,1979.0,tempera lõuend ,1970.0,4320.0,tempera,Muu maalitehnika
2001,Nikolai Kull,1214.0,1374.0,,õli lõuend ,,2067.0,õli lõuend,Õlimaal
2001,Endel Kõks,1502.0,1502.0,1958.0,segatehnika vm ,1950.0,2700.0,segatehnika,Muu
2001,Valerian Loik,575.0,575.0,,õli lõuend ,,957.0,õli lõuend,Õlimaal
2001,Artur Lokk,767.0,767.0,1973.0,õli lõuend ,1970.0,3430.0,õli lõuend,Õlimaal
2001,Lydia Mei,352.0,511.0,1956.0,akvarell vm,1950.0,832.0,akvarell,Muu maalitehnika
2001,Juhan Muks,863.0,863.0,,õli lõuend ,,3500.0,õli lõuend,Õlimaal
2001,Juhan Muks,1023.0,1023.0,,õli vineer ,,4331.0,õli vineer,Õlimaal
2001,Ants Murakin,1150.0,1150.0,,õli masoniit ,,1505.0,õli masoniit,Õlimaal
2001,Evald Okas,1406.0,1406.0,1956.0,õli lõuend ,1950.0,4374.0,õli lõuend,Õlimaal
2001,Ludvig Oskar,511.0,607.0,,õli lõuend ,,2385.0,õli lõuend,Õlimaal
2001,Erich Pehap,1086.0,1086.0,,õli lõuend km,,6586.0,õli lõuend,Õlimaal
2001,Richard Sagrits,863.0,1342.0,1954.0,õli kartong ,1950.0,1666.0,õli,Õlimaal
2001,Richard Sagrits,767.0,767.0,1954.0,õli kartong ,1950.0,1715.0,õli,Õlimaal
2001,Kristjan Teder,767.0,1726.0,1942.0,õli lõuend ,1940.0,2332.0,õli lõuend,Õlimaal
2001,Johannes Uiga,959.0,959.0,1946.0,õli vineer ,1940.0,3445.0,õli vineer,Õlimaal
2001,Aleksander Vardi,1150.0,1310.0,,õli kartong ,,816.0,õli,Õlimaal
2001,Eduard Wiiralt,1214.0,1534.0,1937.0,ofort kuivnõel ,1930.0,460.0,kuivnõel,Sügavtrükk
2001,Ann Audova,1470.0,2141.0,1932.0,õli lõuend ,1930.0,6004.0,õli lõuend,Õlimaal
2001,Karl Burman,447.0,447.0,1940.0,akvarell ,1940.0,3168.0,akvarell,Muu maalitehnika
2001,Karl Burman (seenior),256.0,256.0,1953.0,akvarell ,1950.0,270.0,akvarell,Muu maalitehnika
2001,Nigul Espe,415.0,415.0,1951.0,õli lõuend papp ,1950.0,782.0,õli papp,Õlimaal
2001,Andrei Jegorov,2876.0,2876.0,1911.0,õli lõuend ,1910.0,3498.0,õli lõuend,Õlimaal
2001,Andrus Johani,1598.0,1598.0,,akvarell vm,,1628.0,akvarell,Muu maalitehnika
2001,Richard Kaljo,383.0,671.0,1957.0,linoollõige ,1950.0,,linool,Kõrgtrükk
2001,Eduard Kutsar,575.0,959.0,1933.0,õli,1930.0,,õli,Õlimaal
2001,Viktor Leškin,511.0,511.0,1940.0,õli lõuend,1940.0,,õli lõuend,Õlimaal
2001,Valerian Loik,895.0,895.0,1970.0,õli,1970.0,,õli,Õlimaal
2001,Ants Murakin,1853.0,1853.0,1930.0,õli,1930.0,,õli,Õlimaal
2001,Ano Mägi-Palm,575.0,767.0,1960.0,monotüüpia vm,1960.0,2842.0,monotüüpia,Lametrükk
2001,Varmo Pirk,671.0,927.0,1944.0,õli paber ,1940.0,1584.0,õli paber,Õlimaal
2001,Günther Reindorff,224.0,224.0,1934.0,kollaaž,1930.0,,kollaaž,Muu
2001,Richard Sagrits,543.0,1055.0,1937.0,akvarell,1930.0,,akvarell,Muu maalitehnika
2001,Richard Sagrits,959.0,959.0,1956.0,õli,1950.0,,õli,Õlimaal
2001,Ardo Sivadi,1662.0,1662.0,1930.0,õli,1930.0,,õli,Õlimaal
2001,Nikolai Triik,1853.0,1853.0,1936.0,pliiats,1930.0,,pliiats,Joonistustehnika
2001,Aleksander Vardi,352.0,383.0,1959.0,tušš paber vm,1950.0,,tušš,Joonistustehnika
2001,Eduard Wiiralt,2237.0,2493.0,1943.0,kuivnõel,1940.0,,kuivnõel,Sügavtrükk
2001,Johannes Võerahansu,1214.0,1949.0,1943.0,õli,1940.0,,õli,Õlimaal
2002,Evald Okas,831.0,1214.0,1953.0,õli lõuend ,1950.0,1000.0,õli lõuend,Õlimaal
2002,August Jansen,2493.0,2493.0,1940.0,õli masoniit ,1940.0,8568.0,õli masoniit,Õlimaal
2002,Elmar Kits,1086.0,1086.0,1967.0,tempera papp vm,1960.0,1845.0,tempera,Muu maalitehnika
2002,Jüri Arrak,1662.0,1662.0,1967.0,segatehnika masoniit ,1960.0,3430.0,segatehnika,Muu
2002,Konrad Mägi,18279.0,18279.0,1919.0,õli lõuend ,1910.0,7752.0,õli lõuend,Õlimaal
2002,Nikolai Kull,2493.0,3004.0,1939.0,õli lõuend (kotiriie) ,1930.0,7566.0,õli lõuend,Õlimaal
2002,Valerian Loik,1598.0,3355.0,1950.0,õli lõuend ,1950.0,15048.0,õli lõuend,Õlimaal
2002,Lydia Mei,447.0,447.0,1964.0,akvarell paber vm,1960.0,1147.0,akvarell,Muu maalitehnika
2002,Lydia Mei,1214.0,1406.0,1939.0,õli lõuend ,1930.0,2491.0,õli lõuend,Õlimaal
2002,Roman Nyman,3068.0,4282.0,1940.0,õli vineer ,1940.0,4899.0,õli vineer,Õlimaal
2002,Roman Nyman,3579.0,5305.0,1945.0,õli vineer ,1940.0,5320.0,õli vineer,Õlimaal
2002,Eduard Wiiralt,4218.0,4218.0,1928.0,ofort vasegravüür ,1920.0,432.0,ofort,Sügavtrükk
2002,Eduard Wiiralt,4218.0,4218.0,1928.0,ofort vasegravüür ,1920.0,432.0,ofort,Sügavtrükk
2002,Eduard Wiiralt,4218.0,4218.0,1928.0,ofort vasegravüür ,1920.0,432.0,ofort,Sügavtrükk
2002,Eduard Wiiralt,4218.0,4218.0,1928.0,ofort vasegravüür ,1920.0,432.0,ofort,Sügavtrükk
2002,Eduard Wiiralt,4218.0,4218.0,1928.0,ofort vasegravüür ,1920.0,432.0,ofort,Sügavtrükk
2002,Richard Sagrits,703.0,703.0,1958.0,akvarell paber vm,1950.0,1344.0,akvarell,Muu maalitehnika
2002,Günther Reindorff,320.0,447.0,1948.0,tušš paber vm,1940.0,135.0,tušš,Joonistustehnika
2002,Aleksander Vardi,511.0,767.0,1921.0,sinine värvipliiats paberkollaaž alu,1920.0,1170.0,kollaaž,Muu
2002,Richard Uutmaa,3835.0,10386.0,1941.0,õli lõuend ,1940.0,12272.0,õli lõuend,Õlimaal
2002,Johannes Võerahansu,1342.0,1917.0,1956.0,õli lõuend ,1950.0,4320.0,õli lõuend,Õlimaal
2002,Peet Aren,895.0,1342.0,1961.0,guašš,1960.0,,guašš,Muu maalitehnika
2002,Endel Kõks,895.0,1470.0,1967.0,guašš paber ,1960.0,4256.0,guašš,Muu maalitehnika
2002,Edmond Arnold Blumenfeldt,447.0,991.0,1936.0,akvarell paber vm,1930.0,792.0,akvarell,Muu maalitehnika
2002,Jaan Grünberg,1981.0,2141.0,1940.0,õli paber ,1940.0,2790.0,õli paber,Õlimaal
2002,Eerik Haamer,1534.0,3579.0,1970.0,akrüül lõuend ,1970.0,7665.0,akrüül,Muu maalitehnika
2002,Eerik Haamer,2173.0,3355.0,1945.0,õli masoniit ,1940.0,1353.0,õli masoniit,Õlimaal
2002,Oskar Georg Adolf Hoffmann,447.0,447.0,,ofort paber ,,160.0,ofort,Sügavtrükk
2002,Andrei Jegorov,2493.0,2525.0,1952.0,õli lõuend ,1950.0,9266.0,õli lõuend,Õlimaal
